-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-9249,-7936,-3071,2694,3805,-2132,581,599,598,542,568
-8309,-8256,913,3410,1119,-430,490,599,596,545,575
-9453,-7828,1769,3773,3505,-856,454,598,596,546,577
-9453,-7828,1769,3773,3505,-856,454,598,596,546,577
-10777,-6436,1929,2088,5789,-1491,437,600,596,545,578
-10497,-5068,625,4290,7457,-1773,516,599,596,546,579
-10497,-5068,625,4290,7457,-1773,516,599,596,546,579
-12413,-4760,-1387,3102,7719,-2486,547,598,593,546,577
-10873,-4836,-2439,-5586,6437,-2975,544,599,592,543,576
-10873,-4836,-2439,-5586,6437,-2975,544,599,592,543,576
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-9141,-5608,-5327,-14542,4426,-4895,525,597,591,544,577
-2261,-12672,-8751,-6325,-15670,-9454,573,600,589,536,573
-2693,-10496,-4975,-3753,-14370,-7699,575,596,586,537,571
-2693,-10496,-4975,-3753,-14370,-7699,575,596,586,537,571
-3197,-10484,-3215,-5649,-11928,-7335,579,597,586,537,571
-4201,-11300,-3859,-5286,-9040,-5924,591,596,586,538,570
-4201,-11300,-3859,-5286,-9040,-5924,591,596,586,538,570
-4873,-11716,-4143,-2809,-6464,-4338,589,596,585,538,569
-4873,-11716,-4143,-2809,-6464,-4338,589,596,585,538,569
-5609,-9628,-4455,-2124,-2788,-2663,592,594,584,535,566
-5485,-9864,-4763,-2168,-2719,-2566,594,595,584,538,565
-5321,-10060,-5535,639,-2064,-1973,596,594,584,538,564
-5321,-10060,-5535,639,-2064,-1973,596,594,584,538,564
-5625,-8724,-4191,910,-958,-1652,588,593,584,538,566
