-5904,-10168,-5040,198,304,307,608,599,609,567,599
-5832,-10348,-5216,-528,110,56,609,599,609,566,599
-5488,-10692,-5004,-289,60,296,607,599,608,566,597
-5488,-10692,-5004,-289,60,296,607,599,608,566,597
-5872,-10636,-5100,-120,335,281,609,599,607,566,598
-5872,-10636,-5100,-120,335,281,609,599,607,566,598
-5932,-10504,-4972,68,393,408,609,600,609,568,597
-5860,-10484,-4964,6,363,397,607,599,610,567,599
-5596,-12336,-3612,1617,1654,2571,607,597,608,566,597
-5596,-12336,-3612,1617,1654,2571,607,597,608,566,597
-5432,-12540,-2236,3405,4121,4071,607,598,605,566,597
-3824,-12600,-2496,5406,7669,5196,609,595,608,566,597
-3824,-12600,-2496,5406,7669,5196,609,595,608,566,597
-3212,-11280,-3360,7979,10864,6323,608,597,608,564,595
-2716,-10636,-3872,7799,13527,6063,608,597,610,563,594
-2976,-10412,-5464,6910,14180,4692,609,597,608,566,595
-2976,-10412,-5464,6910,14180,4692,609,597,608,566,595
-3448,-10448,-7644,4076,12824,2139,609,598,610,564,595
-3448,-10448,-7644,4076,12824,2139,609,598,610,564,595
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-4132,-10524,-9036,1974,10329,-55,609,597,607,564,594
-12804,-4128,284,-855,-14303,3937,607,600,610,564,596
-12804,-4128,284,-855,-14303,3937,607,600,610,564,596
-12180,-4820,-2924,-2831,-13418,3547,608,598,610,565,596
-12180,-4820,-2924,-2831,-13418,3547,608,598,610,565,596
-6316,-4744,-3492,-4478,-15013,1796,606,601,609,564,597
-6316,-4744,-3492,-4478,-15013,1796,606,601,609,564,597
-3436,-6436,-3488,-7020,-11584,-1580,607,598,610,566,598
-3436,-6436,-3488,-7020,-11584,-1580,607,598,610,566,598
-852,-9416,-4580,-3349,-6811,-5097,607,600,610,565,597
164,-12644,-5504,2185,-2178,-7329,608,601,609,566,596
164,-12644,-5504,2185,-2178,-7329,608,601,609,566,596
696,-12280,-2528,9640,461,-8130,607,599,609,566,596
1020,-15232,-1036,17,4953,-10000,608,599,608,565,597
1020,-15232,-1036,17,4953,-10000,608,599,608,565,597
448,-20112,-4524,1134,7890,-6498,608,598,608,566,597
-2044,-16936,-4084,4569,10462,-2669,607,595,607,563,597
-3244,-14488,-4132,1744,12836,-1424,608,597,608,564,596
-3244,-14488,-4132,1744,12836,-1424,608,597,608,564,596
-5220,-14796,-7088,260,12697,419,608,598,609,564,596
-5220,-14796,-7088,260,12697,419,608,598,609,564,596
