1496,-16991,-5628,1725,-757,476,553,582,593,530,526
1028,-19043,-7328,6241,-1605,1673,551,583,595,529,515
1028,-19043,-7328,6241,-1605,1673,551,583,595,529,515
-156,-16867,-4556,9372,-2320,2336,554,586,597,522,504
-164,-17731,-4352,7654,-2636,3504,553,589,598,513,489
-164,-17731,-4352,7654,-2636,3504,553,589,598,513,489
-704,-18023,-4784,9039,-3915,4541,541,593,601,499,458
-704,-18023,-4784,9039,-3915,4541,541,593,601,499,458
-900,-17711,-2580,10651,-4548,5779,532,593,601,479,432
-1760,-17331,-1228,11234,-4767,6088,526,595,604,462,418
-560,-16615,36,8190,-4115,6318,528,595,601,453,411
-560,-16615,36,8190,-4115,6318,528,595,601,453,411
-1344,-17559,-664,6442,-3602,5621,522,595,601,436,400
-1444,-18975,-2860,12587,-4408,6404,531,596,599,429,397
-1444,-18975,-2860,12587,-4408,6404,531,596,599,429,397
-2200,-18683,-3380,21503,-6622,8053,531,597,602,426,396
-2196,-18579,-2044,29453,-9075,9704,541,596,601,419,392
-2196,-18579,-2044,29453,-9075,9704,541,596,601,419,392
-2028,-16219,-292,33045,-12110,11754,539,598,604,416,390
-1232,-13735,4316,33045,-15126,12627,520,605,604,418,391
-208,-9587,13992,30263,-17380,13061,504,609,608,412,389
-208,-9587,13992,30263,-17380,13061,504,609,608,412,389
-116,-6051,20688,4582,-16407,9504,561,611,609,401,384
-116,-6051,20688,4582,-16407,9504,561,611,609,401,384
-116,-6051,20688,4582,-16407,9504,561,611,609,401,384
-916,-7883,20880,-9583,-14665,6778,554,608,610,394,376
-916,-7883,20880,-9583,-14665,6778,554,608,610,394,376
4628,-15819,11880,-24238,-10527,4224,557,594,596,384,371
-140,-15955,18932,-14073,-4956,4323,555,541,558,370,357
-140,-15955,18932,-14073,-4956,4323,555,541,558,370,357
280,-17635,11472,-21669,-262,3287,553,519,540,363,357
1244,-19199,8808,-6823,4907,6674,547,500,523,361,353
-1048,-15367,10064,-3946,8352,9207,546,479,502,357,352
-1048,-15367,10064,-3946,8352,9207,546,479,502,357,352
-1784,-15951,7604,-5183,10838,10393,541,459,480,354,350
-2268,-16627,7004,-409,12851,12600,541,445,466,351,348
-2268,-16627,7004,-409,12851,12600,541,445,466,351,348
-4632,-14439,5112,2899,15134,14582,542,442,461,349,347
-5292,-13055,4548,2592,15011,14779,541,435,456,349,348
-5292,-13055,4548,2592,15011,14779,541,435,456,349,348
-6980,-13011,3480,6010,14662,16027,542,434,450,347,347
-8252,-10347,3028,5973,13015,15923,541,432,448,348,348
-8228,-10999,1044,5816,11004,15933,542,431,447,348,349
-8228,-10999,1044,5816,11004,15933,542,431,447,348,349
-8444,-8583,660,9429,9140,15853,539,432,446,347,348
-8444,-8583,660,9429,9140,15853,539,432,446,347,348
-9068,-6351,1332,7180,7220,14207,541,431,446,348,349
-8976,-5223,1072,6141,5979,11989,544,432,450,350,347
-8976,-5223,1072,6141,5979,11989,544,432,450,350,347
-9152,-4363,1372,5020,4873,9363,543,432,450,350,350
