-5379,-16016,-892,-244,66,110,585,576,568,533,533
-5251,-16308,-980,-53,107,160,585,574,566,530,530
-5251,-16308,-980,-53,107,160,585,574,566,530,530
-5283,-15920,-1116,345,164,173,585,573,566,531,531
-5259,-15972,-1036,-241,158,15,585,572,565,530,528
-5259,-15972,-1036,-241,158,15,585,572,565,530,528
-5259,-16324,-1268,135,90,64,585,571,564,533,528
-5475,-16008,-852,511,147,30,584,570,566,532,526
-5483,-16292,-1052,254,203,-6,585,568,563,531,526
-5483,-16292,-1052,254,203,-6,585,568,563,531,526
-6267,-16892,-1388,-194,230,228,586,570,562,529,526
-7907,-18172,-2240,-26,7,1229,584,567,560,529,524
-7907,-18172,-2240,-26,7,1229,584,567,560,529,524
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8023,-18332,-2404,141,-88,1476,585,564,555,525,520
-8619,-16804,-2512,6707,-6499,9234,586,525,518,484,487
-4731,-12240,1800,7642,-7950,7651,582,451,448,417,434
-5307,-14540,2560,2983,-8813,4641,581,414,410,389,408
-5307,-14540,2560,2983,-8813,4641,581,414,410,389,408
-3499,-14168,3724,1974,-9616,2328,582,384,378,360,378
-3499,-14168,3724,1974,-9616,2328,582,384,378,360,378
-2011,-14964,3800,904,-8717,2393,578,365,362,345,361
-4415,-15572,6072,1721,-7266,11,579,349,348,332,349
-4415,-15572,6072,1721,-7266,11,579,349,348,332,349
-4299,-15364,6108,1862,-7269,-10,576,341,340,328,342
-2003,-15908,3432,-129,-5774,912,560,336,338,321,336
-6591,-19724,3456,-3520,-2387,2398,557,337,338,324,336
-6591,-19724,3456,-3520,-2387,2398,557,337,338,324,336
-12507,-15396,5088,-8544,-996,4419,556,338,339,322,337
-15575,-14360,2392,-3748,-617,6351,556,337,338,323,337
-15575,-14360,2392,-3748,-617,6351,556,337,338,323,337
-17863,-5812,3156,5112,-1120,8543,555,339,339,323,336
-17863,-5812,3156,5112,-1120,8543,555,339,339,323,336
-12783,-10880,-1768,-6204,-8487,13270,556,342,342,324,336
-12783,-10880,-1768,-6204,-8487,13270,556,342,342,324,336
-12223,-10280,-1188,-5107,-8369,13253,556,343,342,325,337
-12223,-10280,-1188,-5107,-8369,13253,556,343,342,325,337
-8171,-6504,880,-1477,-8672,10416,555,345,346,326,338
-883,-11344,1996,-4842,-7094,-2339,555,345,345,324,338
-883,-11344,1996,-4842,-7094,-2339,555,345,345,324,338
-499,-11920,5148,662,-3560,-7187,556,348,345,327,341
-419,-15292,4972,2364,-1860,-10102,555,348,345,328,342
-419,-15292,4972,2364,-1860,-10102,555,348,345,328,342
-1087,-17040,7192,4539,-667,-11098,555,348,345,327,342
-4999,-22396,6532,2403,1349,-10106,553,347,345,327,343
-7071,-21452,6664,1028,2552,-8098,554,349,347,329,344
